create_rate,modified_rate,rename_rate,delete_rate,operations_rate,directories_affected,activity_burst,label
0.007,0.135,0.0,0.0,0.072,0,2.0,0
0.973,1.159,0.0,0.461,2.599,1,5.0,0
3.605,2.457,0.096,1.442,7.582,3,3.0,0
1.457,1.755,0.0,0.399,3.582,2,4.0,0
3.289,20.016,19.182,1.659,43.968,11,17.0,1
0.036,0.176,0.0,0.0,0.217,0,1.0,0
1.442,1.538,0.0,0.754,3.675,1,3.0,0
4.337,1.677,0.07,0.291,6.389,1,6.0,0
1.049,6.891,3.27,0.282,11.492,6,10.0,1
2.925,7.492,7.995,0.842,19.335,6,8.0,1
4.229,8.893,15.806,2.443,31.473,5,14.0,1
0.371,1.117,0.0,0.0,1.473,2,3.0,0
0.91,1.46,0.121,0.765,3.288,1,3.0,0
0.009,0.116,0.0,0.0,0.115,0,0.0,0
2.28,1.707,0.564,0.226,4.735,2,2.0,0
0.099,0.076,0.0,0.0,0.222,1,1.0,0
4.137,11.248,5.128,1.423,22.244,11,24.0,1
0.081,0.105,0.0,0.0,0.141,0,0.0,0
0.061,0.039,0.0,0.0,0.13,1,1.0,0
6.257,14.816,15.542,2.808,39.435,11,14.0,1
0.064,0.015,0.0,0.0,0.127,0,2.0,0
2.408,1.763,0.0,0.364,4.525,2,5.0,0
5.365,8.616,16.439,1.695,31.862,4,39.0,1
6.024,8.224,5.497,2.999,22.98,5,30.0,1
2.587,5.569,7.501,0.727,16.039,3,17.0,1
0.151,0.752,0.0,0.0,0.935,2,3.0,0
6.57,8.862,30.545,1.189,47.217,3,19.0,1
7.765,16.79,12.201,0.798,37.509,8,36.0,1
4.075,5.373,15.007,1.319,25.934,3,44.0,1
1.799,1.635,0.0,0.777,4.211,2,5.0,0
0.267,0.014,0.0,0.0,0.303,0,2.0,0
0.367,0.01,0.0,0.0,0.349,0,0.0,0
7.902,23.279,31.223,1.327,63.802,3,42.0,1
0.348,0.73,0.0,0.0,0.98,1,2.0,0
3.233,7.509,4.692,0.233,15.67,6,13.0,1
0.326,1.071,0.0,0.0,1.463,2,2.0,0
2.854,18.534,12.546,2.916,36.883,6,40.0,1
0.048,0.307,0.0,0.0,0.314,0,1.0,0
6.748,22.653,12.36,2.151,43.816,6,40.0,1
2.728,2.415,0.368,0.912,6.436,2,4.0,0
0.113,0.051,0.0,0.0,0.08,0,0.0,0
0.127,0.248,0.0,0.0,0.404,0,0.0,0
0.979,7.795,5.157,0.687,14.295,6,17.0,1
1.985,6.858,6.689,0.449,15.756,4,11.0,1
2.496,34.067,23.074,1.629,61.442,8,54.0,1
5.212,10.992,7.787,2.261,26.267,7,19.0,1
1.906,5.799,6.541,0.267,14.628,6,12.0,1
2.58,4.668,0.459,0.572,8.243,3,5.0,0
3.108,18.619,6.689,3.413,32.115,10,35.0,1
4.605,26.904,10.948,2.577,45.341,6,45.0,1
0.744,0.827,0.0,0.197,1.811,2,2.0,0
4.684,27.842,28.371,0.752,61.706,7,50.0,1
3.746,8.376,32.201,0.297,44.541,6,20.0,1
0.089,0.021,0.0,0.0,0.185,1,0.0,0
1.632,3.746,0.028,1.125,6.545,3,6.0,0
3.711,4.907,0.054,0.622,9.32,1,6.0,0
6.818,21.508,11.787,3.694,43.857,4,21.0,1
3.746,15.147,16.983,1.4,37.059,10,20.0,1
2.57,21.584,27.66,1.449,53.085,7,51.0,1
0.022,1.093,0.0,0.0,1.102,2,2.0,0
3.85,3.913,0.3,1.168,9.249,3,5.0,0
7.133,17.201,12.27,0.559,37.155,3,50.0,1
0.008,0.097,0.0,0.0,0.165,1,0.0,0
3.599,21.616,10.044,2.197,37.251,3,51.0,1
2.045,0.893,0.0,0.724,3.604,1,3.0,0
7.165,22.551,10.398,3.913,44.27,4,29.0,1
2.473,17.784,6.427,0.931,27.676,11,14.0,1
0.008,0.077,0.0,0.0,0.12,1,0.0,0
4.547,6.761,19.365,3.629,34.324,10,41.0,1
2.865,2.54,0.601,0.348,6.354,3,3.0,0
0.117,0.024,0.0,0.0,0.142,0,1.0,0
1.613,1.744,0.752,0.262,4.379,1,3.0,0
0.117,0.056,0.0,0.0,0.168,1,0.0,0
0.099,0.185,0.0,0.0,0.358,0,0.0,0
0.327,0.772,0.0,0.118,1.273,2,3.0,0
0.175,0.033,0.0,0.0,0.274,0,0.0,0
1.078,6.33,8.408,0.253,15.845,6,10.0,1
1.069,9.022,31.453,1.918,43.325,3,17.0,1
2.841,2.649,0.52,0.011,6.101,1,4.0,0
2.892,23.54,7.843,1.925,36.344,4,22.0,1
2.681,4.312,7.981,0.325,15.296,4,15.0,1
7.981,18.092,13.222,0.252,39.321,9,16.0,1
4.006,3.754,0.032,1.433,9.201,3,7.0,0
6.156,15.536,18.445,1.55,41.671,4,19.0,1
0.307,0.452,0.0,0.0,0.855,2,3.0,0
6.102,22.992,19.946,1.157,50.584,4,39.0,1
2.22,12.751,6.896,3.09,25.049,9,36.0,1
6.899,21.051,21.019,1.203,50.236,5,35.0,1
1.374,1.148,0.0,0.593,3.1,1,5.0,0
1.771,1.08,0.0,0.217,3.061,2,2.0,0
2.991,3.711,3.071,0.701,10.469,5,8.0,1
1.77,1.724,0.0,0.102,3.697,1,4.0,0
2.787,2.402,0.455,0.265,5.947,3,2.0,0
0.033,0.228,0.0,0.0,0.218,2,1.0,0
5.824,7.068,12.044,2.664,27.485,8,27.0,1
6.292,15.717,9.656,2.001,33.412,8,51.0,1
3.327,21.756,31.61,2.07,58.714,6,58.0,1
2.081,8.164,8.154,0.07,18.406,4,14.0,1
4.887,12.826,18.149,2.363,37.979,8,32.0,1
2.337,1.763,0.357,0.371,4.804,3,7.0,0
2.421,1.771,0.417,0.373,4.994,3,6.0,0
0.169,1.164,0.27,0.0,1.57,2,3.0,0
1.537,1.004,0.0,0.755,3.255,2,4.0,0
0.255,1.196,0.0,0.0,1.512,2,1.0,0
0.035,0.191,0.0,0.0,0.28,0,0.0,0
9.874,12.161,18.581,0.092,40.685,7,49.0,1
4.162,1.832,0.447,0.843,7.357,3,5.0,0
6.56,21.284,12.632,2.604,43.148,5,20.0,1
4.455,2.944,0.022,1.078,8.456,2,7.0,0
2.325,1.017,0.0,0.172,3.543,2,2.0,0
0.265,0.788,0.0,0.024,1.074,2,2.0,0
3.803,3.213,0.37,0.475,7.858,2,3.0,0
1.396,0.89,0.193,0.334,2.785,1,3.0,0
4.526,13.587,14.513,3.628,35.906,5,30.0,1
0.08,0.073,0.0,0.0,0.05,0,0.0,0
1.577,2.844,0.468,0.141,4.955,3,3.0,0
3.256,2.925,0.786,0.231,7.231,2,4.0,0
0.249,1.134,0.0,0.0,1.297,2,2.0,0
2.824,20.104,24.197,2.352,49.447,3,51.0,1
0.395,0.694,0.0,0.0,1.005,2,1.0,0
0.139,0.44,0.323,0.226,1.084,2,1.0,0
1.151,1.172,0.345,0.477,3.073,2,3.0,0
0.285,0.415,0.0,0.0,0.686,1,1.0,0
4.251,2.366,0.406,0.748,7.788,2,3.0,0
2.0,6.327,3.808,0.398,12.615,6,12.0,1
3.115,4.945,7.069,0.155,15.238,5,9.0,1
0.344,0.947,0.0,0.0,1.323,2,1.0,0
1.72,10.988,39.767,0.291,52.732,7,15.0,1
4.561,9.107,18.524,0.38,32.74,4,26.0,1
3.365,6.005,6.445,0.538,16.266,4,15.0,1
1.498,3.562,0.143,1.404,6.623,1,6.0,0
1.066,5.62,5.244,0.494,12.41,5,15.0,1
1.938,1.257,0.0,0.162,3.346,2,4.0,0
0.018,0.219,0.0,0.0,0.26,1,2.0,0
0.22,0.579,0.0,0.0,0.806,1,2.0,0
0.35,0.951,0.361,0.0,1.701,2,1.0,0
4.422,3.898,0.477,0.488,9.319,1,5.0,0
2.917,19.567,30.021,3.0,55.571,8,31.0,1
0.197,0.686,0.0,0.0,0.917,1,1.0,0
3.387,10.915,24.772,1.146,40.328,5,24.0,1
4.033,4.841,0.279,1.397,10.517,1,3.0,0
0.107,0.183,0.0,0.0,0.332,1,0.0,0
3.607,23.332,12.965,0.523,40.726,8,40.0,1
2.065,14.789,17.786,1.079,35.716,6,20.0,1
1.101,2.401,0.167,0.219,3.895,2,5.0,0
2.089,2.502,0.038,1.29,5.967,2,6.0,0
0.254,0.588,0.0,0.0,0.773,1,2.0,0
1.983,10.789,31.409,1.449,45.701,5,23.0,1
0.343,0.827,0.0,0.0,1.058,1,2.0,0
0.01,0.162,0.13,0.193,0.51,0,1.0,0
7.894,22.395,25.154,0.76,56.424,8,51.0,1
1.206,1.657,0.213,0.141,3.223,2,5.0,0
1.568,1.516,0.0,0.499,3.485,2,3.0,0
2.518,2.257,0.423,0.323,5.506,2,7.0,0
2.399,5.253,6.987,0.373,15.046,4,7.0,1
4.802,19.007,33.274,2.608,59.888,4,18.0,1
2.894,2.56,0.198,0.12,5.758,3,2.0,0
3.497,4.104,0.322,0.424,8.3,2,6.0,0
2.177,13.244,10.767,1.302,27.484,5,26.0,1
2.095,2.37,0.556,0.21,5.239,1,3.0,0
0.134,1.106,0.0,0.0,1.286,2,3.0,0
1.547,13.683,23.893,1.738,41.035,4,26.0,1
3.765,22.291,20.308,2.235,48.669,12,29.0,1
5.893,20.015,32.66,2.8,61.595,7,17.0,1
7.667,32.786,27.498,0.41,68.34,6,52.0,1
8.169,12.622,27.087,1.94,49.68,5,15.0,1
7.352,29.201,8.283,1.059,45.53,7,54.0,1
4.939,16.191,33.354,1.853,56.157,5,54.0,1
3.127,3.541,3.473,0.592,10.791,3,9.0,1
1.042,5.509,7.646,0.858,15.429,6,13.0,1
4.092,13.481,35.425,1.293,54.524,7,18.0,1
1.29,4.202,0.416,0.607,6.411,3,5.0,0
9.194,16.054,24.594,1.694,51.196,7,28.0,1
0.146,0.207,0.0,0.0,0.316,0,0.0,0
0.026,0.85,0.0,0.0,0.917,2,3.0,0
0.354,0.781,0.366,0.0,1.5,2,1.0,0
5.34,10.853,19.571,2.968,38.403,12,26.0,1
0.067,0.498,0.0,0.0,0.519,1,0.0,0
2.367,13.736,18.275,0.987,35.536,12,13.0,1
0.009,0.151,0.0,0.0,0.125,0,2.0,0
2.472,8.378,4.592,0.343,15.945,5,17.0,1
0.264,0.442,0.0,0.0,0.701,1,3.0,0
0.083,0.25,0.0,0.0,0.351,1,1.0,0
4.142,19.42,6.714,3.398,33.627,5,19.0,1
7.479,16.651,20.845,3.922,49.213,5,40.0,1
0.005,0.615,0.0,0.0,0.607,1,2.0,0
7.658,22.36,5.388,1.963,37.219,4,35.0,1
1.956,4.647,6.988,0.36,14.12,6,7.0,1
2.752,13.328,11.835,2.939,31.159,7,45.0,1
7.635,30.774,17.998,2.101,58.512,5,30.0,1
1.612,7.491,4.343,0.227,13.636,3,13.0,1
7.358,10.592,26.018,1.431,45.621,5,51.0,1
6.56,10.597,27.827,0.073,44.886,4,49.0,1
3.03,4.932,4.012,0.558,12.436,4,16.0,1
0.29,0.922,0.0,0.0,1.23,2,2.0,0
1.902,10.628,11.22,1.852,25.441,3,20.0,1
0.239,0.288,0.0,0.0,0.491,1,3.0,0
0.208,0.038,0.0,0.0,0.21,0,0.0,0
7.006,20.579,6.94,2.836,37.35,4,39.0,1
6.557,23.92,25.551,1.011,56.985,8,24.0,1
0.034,0.029,0.0,0.0,0.149,1,0.0,0
1.475,4.755,5.316,0.22,11.702,5,12.0,1
6.735,11.647,12.295,3.886,34.536,5,36.0,1
1.985,7.819,6.486,0.051,16.311,6,16.0,1
0.111,0.866,0.36,0.0,1.42,1,1.0,0
0.088,0.064,0.0,0.0,0.148,1,0.0,0
0.091,0.062,0.0,0.0,0.176,1,0.0,0
0.915,6.089,7.902,0.363,15.482,5,16.0,1
0.045,0.44,0.0,0.0,0.525,2,1.0,0
4.722,22.499,25.432,2.091,54.396,8,28.0,1
0.076,0.308,0.0,0.0,0.411,1,0.0,0
0.092,0.079,0.0,0.0,0.234,1,0.0,0
2.243,2.897,0.616,0.388,6.09,2,3.0,0
4.249,12.208,16.195,1.703,34.176,4,14.0,1
3.928,1.561,0.437,1.221,7.182,1,4.0,0
7.175,26.881,12.665,1.639,48.267,6,30.0,1
0.094,0.434,0.0,0.0,0.515,1,0.0,0
0.042,0.12,0.0,0.0,0.142,0,2.0,0
1.693,8.159,4.307,0.349,14.416,5,15.0,1
0.065,1.144,0.0,0.0,1.174,1,3.0,0
8.749,26.035,14.36,2.057,51.064,5,18.0,1
1.364,2.315,0.391,0.469,4.54,3,6.0,0
6.262,21.654,18.841,0.102,46.913,5,51.0,1
2.589,5.607,5.967,0.55,14.697,5,15.0,1
2.443,29.1,8.128,2.888,42.286,5,34.0,1
3.728,13.18,18.225,1.611,36.723,5,58.0,1
0.227,0.954,0.391,0.0,1.545,1,3.0,0
0.043,0.022,0.0,0.0,0.031,1,0.0,0
3.347,10.091,34.023,1.957,49.579,3,16.0,1
0.077,0.335,0.0,0.0,0.462,1,0.0,0
0.048,0.027,0.0,0.0,0.02,0,1.0,0
0.197,0.488,0.0,0.0,0.6,2,2.0,0
5.533,28.969,11.556,2.64,48.903,4,32.0,1
2.277,19.461,34.321,0.632,56.617,8,36.0,1
0.012,0.268,0.0,0.0,0.216,1,0.0,0
0.449,0.292,0.0,0.0,0.757,1,0.0,0
0.001,0.625,0.0,0.0,0.521,2,1.0,0
2.399,14.12,29.694,0.42,46.44,6,24.0,1
9.146,9.398,14.849,2.522,36.122,3,59.0,1
0.025,0.151,0.0,0.122,0.27,1,1.0,0
0.066,0.277,0.0,0.0,0.403,1,1.0,0
0.045,0.513,0.0,0.0,0.601,1,1.0,0
3.435,4.231,0.398,0.951,9.006,1,4.0,0
2.766,5.149,32.508,0.029,40.523,3,39.0,1
6.692,24.523,13.522,1.788,46.625,5,22.0,1
2.554,4.145,5.977,0.607,13.366,3,12.0,1
0.233,1.087,0.0,0.0,1.35,1,2.0,0
2.347,1.366,0.0,0.339,4.078,2,4.0,0
4.338,18.739,18.261,1.989,43.15,4,40.0,1
1.846,2.908,0.341,0.608,5.716,3,4.0,0
6.738,32.042,27.322,2.253,68.111,3,57.0,1
0.043,0.037,0.0,0.2,0.182,0,0.0,0
0.059,1.198,0.0,0.0,1.231,2,3.0,0
0.109,0.523,0.0,0.0,0.64,1,3.0,0
0.354,1.177,0.0,0.0,1.551,1,3.0,0
7.307,22.383,14.672,2.727,47.427,7,30.0,1
2.79,20.226,26.564,2.66,52.346,8,36.0,1
0.065,0.934,0.259,0.0,1.278,2,2.0,0
3.441,20.206,15.988,1.28,40.989,7,21.0,1
1.839,0.635,0.0,0.358,2.927,1,3.0,0
7.165,24.267,17.764,0.852,50.166,8,24.0,1
1.769,3.21,0.033,1.448,6.389,1,6.0,0
1.653,4.626,0.113,0.229,6.628,1,4.0,0
2.521,5.844,6.686,0.355,15.195,5,10.0,1
1.312,1.095,0.0,0.552,2.963,1,5.0,0
3.514,3.131,0.223,1.386,8.231,2,6.0,0
1.571,2.911,0.008,0.367,4.834,1,4.0,0
0.339,0.923,0.0,0.206,1.445,1,2.0,0
1.097,5.101,38.028,0.904,45.121,3,40.0,1
8.051,19.044,22.655,2.261,52.16,7,30.0,1
3.253,4.413,8.426,0.116,15.928,4,10.0,1
0.28,0.247,0.0,0.0,0.598,1,3.0,0
3.561,9.538,12.894,0.817,26.973,8,37.0,1
9.383,23.94,29.156,0.683,63.127,3,23.0,1
2.087,5.892,3.657,0.392,11.922,4,12.0,1
2.014,22.051,5.987,2.788,33.2,9,40.0,1
0.078,0.123,0.0,0.0,0.22,1,1.0,0
0.169,0.031,0.0,0.0,0.235,0,0.0,0
9.807,33.443,34.783,2.588,80.72,3,39.0,1
0.212,1.188,0.0,0.0,1.424,2,2.0,0
3.814,16.504,20.933,3.948,45.233,12,42.0,1
0.218,0.718,0.0,0.0,0.999,2,3.0,0
0.143,0.172,0.0,0.0,0.275,1,0.0,0
1.568,1.629,0.29,0.407,3.983,2,5.0,0
1.329,1.208,0.0,0.752,3.241,2,4.0,0
6.612,17.424,30.02,0.055,54.247,6,46.0,1
4.903,12.987,10.673,2.806,31.238,7,16.0,1
3.761,15.039,16.856,0.26,35.546,2,26.0,1
2.182,23.136,9.116,1.636,35.934,6,46.0,1
0.311,0.978,0.0,0.047,1.313,1,2.0,0
0.058,0.613,0.0,0.0,0.621,1,0.0,0
0.89,1.458,0.084,0.644,3.1,1,5.0,0
5.247,12.73,11.32,2.691,31.9,5,13.0,1
8.854,13.641,17.759,1.677,42.118,8,39.0,1
4.18,7.994,10.266,1.013,23.819,11,16.0,1
3.299,5.462,7.042,0.579,16.477,5,10.0,1
0.395,0.87,0.0,0.0,1.29,2,1.0,0
0.095,0.543,0.0,0.0,0.723,2,3.0,0
6.24,22.385,16.773,0.263,45.902,7,39.0,1
0.09,0.182,0.0,0.0,0.242,0,0.0,0
0.285,1.054,0.0,0.0,1.3,2,3.0,0
9.671,8.925,32.934,1.454,52.991,4,58.0,1
0.284,0.83,0.0,0.0,1.138,2,2.0,0
0.008,0.36,0.0,0.0,0.512,1,0.0,0
9.254,18.807,14.964,2.083,45.069,7,44.0,1
1.846,8.743,8.134,0.446,18.775,5,16.0,1
3.281,8.375,7.599,0.854,20.32,5,8.0,1
2.072,2.375,0.145,0.018,4.618,1,4.0,0
0.026,0.755,0.0,0.0,0.809,0,0.0,0
1.618,1.992,0.0,0.57,4.209,2,3.0,0
4.226,3.367,0.464,0.951,8.991,1,3.0,0
6.954,11.147,7.243,2.96,27.808,12,17.0,1
1.281,3.032,0.085,0.381,4.724,2,7.0,0
0.175,1.197,0.0,0.0,1.311,1,3.0,0
6.12,14.003,6.791,2.907,29.871,10,33.0,1
1.19,17.578,33.13,1.105,53.05,4,23.0,1
0.007,0.015,0.0,0.101,0.102,1,1.0,0
0.319,0.586,0.195,0.296,1.41,2,1.0,0
1.478,1.391,0.0,0.466,3.359,2,3.0,0
8.632,26.194,33.744,0.318,68.921,5,29.0,1
3.023,3.708,0.104,0.557,7.431,1,3.0,0
3.001,6.676,29.926,1.985,41.612,7,41.0,1
1.6,8.709,6.05,0.167,16.982,5,15.0,1
1.263,1.129,0.0,0.576,2.921,1,3.0,0
2.514,3.436,0.05,0.985,7.032,2,6.0,0
0.174,0.933,0.0,0.0,1.093,1,3.0,0
2.33,24.844,17.204,1.152,45.25,12,43.0,1
4.294,1.958,0.285,0.496,6.997,3,7.0,0
4.445,10.282,12.071,0.463,27.257,5,18.0,1
7.314,23.701,18.401,0.96,50.331,11,26.0,1
0.141,0.093,0.0,0.0,0.28,0,0.0,0
3.418,1.074,0.338,0.361,5.181,2,4.0,0
2.596,22.993,8.42,2.98,37.132,4,16.0,1
4.421,7.878,27.189,1.394,41.198,7,37.0,1
0.146,0.091,0.0,0.0,0.19,0,0.0,0
7.623,25.209,11.385,1.924,46.298,4,36.0,1
0.83,6.542,8.333,0.457,16.247,6,16.0,1
4.733,14.324,31.641,0.967,51.675,7,14.0,1
1.647,10.166,20.383,0.821,33.144,2,28.0,1
3.419,5.387,31.107,1.756,41.755,7,24.0,1
3.404,8.353,37.948,0.514,50.134,6,28.0,1
2.259,10.941,21.042,1.214,35.963,6,38.0,1
0.298,0.277,0.0,0.0,0.514,0,0.0,0
3.745,19.632,31.612,2.992,57.584,4,40.0,1
2.802,7.939,6.293,0.331,16.667,5,11.0,1
7.29,12.336,6.116,1.189,27.105,11,13.0,1
1.527,6.542,6.769,0.209,15.161,4,7.0,1
6.411,13.835,22.791,2.828,45.819,3,28.0,1
9.421,11.577,16.154,2.519,39.998,5,39.0,1
4.963,8.139,25.215,0.309,38.827,7,24.0,1
2.458,0.6,0.0,0.312,3.37,1,5.0,0
7.594,18.408,12.762,0.085,39.038,4,24.0,1
6.248,6.539,10.795,1.523,25.133,12,30.0,1
5.912,17.095,5.206,2.556,30.544,5,20.0,1
0.049,0.111,0.0,0.0,0.156,1,0.0,0
5.379,12.354,9.174,0.463,27.495,7,39.0,1
8.275,21.823,23.602,1.559,55.226,3,19.0,1
0.01,0.017,0.0,0.0,0.002,0,0.0,0
4.881,17.622,19.269,2.548,44.459,5,36.0,1
8.446,18.451,34.797,0.897,62.788,6,58.0,1
2.776,5.815,14.899,0.453,24.326,4,28.0,1
0.03,0.6,0.0,0.0,0.655,1,1.0,0
1.747,2.533,0.45,0.109,4.821,1,2.0,0
9.745,10.548,16.416,2.293,38.953,8,52.0,1
6.531,10.889,18.467,0.897,36.767,5,44.0,1
9.527,28.223,16.568,0.748,54.971,4,57.0,1
0.233,0.686,0.0,0.0,0.969,2,1.0,0
2.114,2.703,0.783,0.131,5.721,3,5.0,0
2.082,4.742,8.174,0.915,15.94,3,10.0,1
8.634,26.244,28.061,1.369,64.488,5,16.0,1
7.746,10.271,26.911,2.361,47.506,3,43.0,1
1.171,16.29,34.302,1.644,54.043,2,25.0,1
5.412,18.024,13.645,0.6,37.763,4,18.0,1
7.288,12.527,5.022,1.171,25.849,6,25.0,1
0.111,0.305,0.0,0.0,0.382,0,1.0,0
1.568,0.598,0.0,0.252,2.437,2,3.0,0
5.844,15.988,9.835,3.688,35.23,10,44.0,1
9.527,23.069,23.961,0.528,57.126,8,46.0,1
2.267,5.737,21.989,1.01,30.886,7,23.0,1
2.771,3.117,0.163,0.861,6.954,3,6.0,0
3.873,1.538,0.427,1.14,7.011,2,5.0,0
2.149,0.942,0.0,0.72,3.763,2,2.0,0
0.019,0.672,0.0,0.0,0.675,1,2.0,0
7.658,14.186,30.349,2.053,54.12,4,40.0,1
1.691,1.5,0.205,0.205,3.556,3,6.0,0
2.114,4.231,7.338,0.081,13.841,4,13.0,1
0.23,0.548,0.0,0.0,0.796,2,2.0,0
1.57,3.58,5.499,0.79,11.4,3,11.0,1
2.59,8.744,31.315,2.107,45.1,3,55.0,1
0.048,0.021,0.0,0.0,0.055,0,0.0,0
1.665,1.154,0.095,0.778,3.666,1,2.0,0
2.821,9.746,27.168,1.819,41.758,7,58.0,1
3.414,4.619,0.298,0.492,8.895,2,5.0,0
5.819,6.144,21.131,3.087,36.46,8,39.0,1
1.259,7.675,7.971,0.687,17.626,3,8.0,1
7.605,22.08,6.2,1.517,37.146,5,37.0,1
3.857,3.025,0.487,1.202,8.672,3,7.0,0
3.48,14.761,32.957,0.913,51.752,5,42.0,1
0.118,0.001,0.127,0.0,0.272,0,0.0,0
0.237,0.084,0.0,0.0,0.266,0,1.0,0
3.09,2.563,0.192,0.297,6.111,2,2.0,0
0.149,0.323,0.0,0.0,0.393,0,0.0,0
6.563,15.004,8.474,2.158,32.1,5,52.0,1
0.108,0.954,0.353,0.0,1.384,2,1.0,0
0.203,0.693,0.0,0.0,0.892,1,1.0,0
1.572,7.891,3.791,0.369,13.342,5,9.0,1
0.082,1.05,0.211,0.0,1.404,1,2.0,0
4.346,8.415,20.261,1.884,34.636,3,28.0,1
0.317,0.584,0.0,0.0,0.94,2,2.0,0
9.387,15.314,22.849,1.088,48.301,6,44.0,1
1.221,0.969,0.0,0.777,2.944,2,4.0,0
0.002,1.175,0.0,0.0,1.195,1,1.0,0
4.383,25.203,11.463,1.269,42.28,4,48.0,1
2.476,1.623,0.386,0.431,5.009,2,3.0,0
0.154,0.851,0.0,0.0,1.025,2,1.0,0
5.737,9.477,34.824,2.705,52.259,6,18.0,1
3.449,6.261,4.612,0.275,14.923,5,16.0,1
1.245,6.181,7.966,0.474,16.025,4,13.0,1
0.096,0.059,0.0,0.0,0.183,1,1.0,0
0.092,0.73,0.0,0.0,0.782,2,3.0,0
4.214,21.007,9.901,1.642,37.013,11,43.0,1
0.043,0.255,0.0,0.0,0.326,1,0.0,0
8.679,13.639,10.787,2.282,35.46,7,58.0,1
6.624,19.216,30.012,0.818,56.583,7,56.0,1
0.317,0.721,0.0,0.0,1.082,1,2.0,0
7.56,18.367,25.172,0.214,51.319,3,58.0,1
0.187,0.031,0.0,0.0,0.258,1,1.0,0
1.237,4.399,0.179,0.5,6.346,3,4.0,0
2.639,2.919,0.788,0.327,6.692,3,3.0,0
9.623,31.686,23.415,1.49,66.22,6,27.0,1
0.219,0.82,0.0,0.0,1.048,1,3.0,0
3.178,16.43,13.047,1.924,34.195,4,21.0,1
4.967,5.082,29.136,1.47,40.579,6,47.0,1
2.308,1.524,0.668,0.21,4.622,2,6.0,0
1.135,4.014,0.153,0.443,5.688,2,3.0,0
3.711,15.52,36.985,0.898,57.142,6,32.0,1
3.463,5.884,6.602,0.894,16.747,4,15.0,1
2.765,5.963,34.546,1.506,44.658,6,23.0,1
1.177,8.596,28.167,1.37,39.557,6,41.0,1
2.71,10.022,8.192,1.472,22.422,6,31.0,1
0.266,0.145,0.0,0.0,0.5,1,0.0,0
2.456,12.499,26.053,2.892,44.027,3,18.0,1
4.041,21.906,8.387,1.722,36.251,7,26.0,1
1.891,2.635,0.509,0.365,5.348,3,5.0,0
5.675,15.46,13.993,2.452,37.71,8,31.0,1
5.182,25.896,24.02,2.59,57.613,7,52.0,1
1.92,6.772,4.732,0.61,13.955,5,9.0,1
4.483,17.794,39.767,0.777,62.693,3,36.0,1
2.444,3.183,0.401,1.231,7.176,2,5.0,0
3.254,14.403,9.217,2.567,29.28,4,26.0,1
7.405,22.374,28.713,0.637,59.004,5,53.0,1
3.009,27.538,12.691,0.507,43.941,4,43.0,1
2.881,9.497,28.89,1.106,42.09,6,31.0,1
0.304,0.004,0.0,0.0,0.322,1,0.0,0
0.234,0.458,0.0,0.0,0.687,1,3.0,0
2.69,3.901,5.304,0.515,12.755,5,10.0,1
4.153,17.915,20.04,0.412,42.386,3,49.0,1
2.055,4.163,7.514,0.782,14.208,5,11.0,1
5.608,24.02,25.71,0.741,55.948,4,18.0,1
4.58,7.413,19.913,3.892,35.818,6,43.0,1
0.218,1.077,0.0,0.0,1.234,2,3.0,0
0.308,0.343,0.0,0.0,0.612,2,2.0,0
0.031,0.116,0.0,0.0,0.088,0,1.0,0
5.859,11.06,8.688,1.481,27.014,4,23.0,1
1.938,1.769,0.529,0.46,4.721,3,3.0,0
3.974,12.909,21.426,1.67,40.138,3,34.0,1
3.602,15.253,15.84,3.958,38.808,5,44.0,1
1.706,1.586,0.0,0.233,3.585,2,5.0,0
7.787,26.101,24.234,2.9,61.255,5,53.0,1
0.137,0.242,0.0,0.0,0.259,1,3.0,0
3.824,34.689,34.101,0.368,72.833,3,37.0,1
3.169,8.696,7.9,0.1,19.59,6,8.0,1
2.92,2.527,0.667,0.472,6.487,3,6.0,0
5.325,21.707,20.425,2.101,49.864,5,37.0,1
0.013,1.025,0.0,0.0,1.063,1,1.0,0
0.084,1.121,0.0,0.106,1.294,2,2.0,0
4.589,12.643,16.384,2.765,36.096,5,28.0,1
2.071,4.442,0.348,1.34,8.35,3,6.0,0
3.247,6.889,7.258,0.576,18.02,4,15.0,1
3.156,4.335,0.499,0.419,8.413,2,4.0,0
4.593,28.061,24.709,2.279,59.85,6,49.0,1
1.279,5.262,7.456,0.542,14.206,5,10.0,1
9.811,15.717,16.778,0.311,42.568,4,15.0,1
5.112,24.806,32.528,2.988,65.605,7,47.0,1
0.11,0.319,0.0,0.0,0.494,1,2.0,0
3.754,15.042,27.479,1.415,47.552,5,32.0,1
2.525,2.72,0.459,0.645,6.42,2,7.0,0
4.286,1.522,0.468,0.604,6.871,1,6.0,0
0.287,0.02,0.0,0.0,0.319,0,2.0,0
6.773,29.33,24.635,0.211,60.676,5,17.0,1
0.155,0.103,0.0,0.0,0.367,0,0.0,0
0.163,0.312,0.0,0.0,0.494,0,0.0,0
8.033,17.692,16.958,1.351,44.139,7,17.0,1
0.167,0.031,0.0,0.0,0.214,0,0.0,0
0.153,0.154,0.0,0.0,0.291,1,0.0,0
4.78,12.391,29.801,1.242,48.18,2,18.0,1
0.134,0.118,0.0,0.0,0.229,1,0.0,0
3.24,4.934,0.053,0.324,8.549,1,3.0,0
